id,cardMessageMasterId,cardTypeNo,cardTypeName,cardid,cardName,type,messageId,messageEventId,eventTypeId,eventType,title,selectType,result,result1,result2,result3,result4,result5,result6,result7,result8,result9,result10
513,513,3,パワー,62,メジロライアン(SRサポート),3,4,1,2,通常イベント,あくまで薦められただけ,ペースを考えたほうがいいよ,,『ペースキープ』のヒントLv+1,メジロライアンの絆ゲージ+5,,,,,,,,
514,514,3,パワー,62,メジロライアン(SRサポート),3,4,2,2,通常イベント,あくまで薦められただけ,一気読みは体力使うよ？,,体力+30,メジロライアンの絆ゲージ+5,,,,,,,,
515,515,3,パワー,63,ダイタクヘリオス(SRサポート),3,1,1,1,連続イベント,#bff #Party!,よろたん！ウェ～イ！,,パワー+10,ダイタクヘリオスの絆ゲージ+5,,,,,,,,
516,516,3,パワー,63,ダイタクヘリオス(SRサポート),3,1,2,1,連続イベント,#bff #Party!,え、俺も！？,,スピード+10,ダイタクヘリオスの絆ゲージ+5,,,,,,,,
517,517,3,パワー,63,ダイタクヘリオス(SRサポート),3,2,1,1,連続イベント,#lol #Party! #2nd,逃げろ！,,パワー+10,『直滑降』のヒントLv+1,ダイタクヘリオスの絆ゲージ+5,,,,,,,
518,518,3,パワー,63,ダイタクヘリオス(SRサポート),3,2,2,1,連続イベント,#lol #Party! #2nd,,,スピード+10,パワー+10,『直滑降』のヒントLv+3,ダイタクヘリオスの絆ゲージ+5,,,,,,
519,519,3,パワー,63,ダイタクヘリオス(SRサポート),3,2,3,1,連続イベント,#lol #Party! #2nd,キャッチしろ！,,体力+20,『展開窺い』のヒントLv+1,ダイタクヘリオスの絆ゲージ+5,,,,,,,
520,520,3,パワー,63,ダイタクヘリオス(SRサポート),3,3,1,2,通常イベント,笑顔フォーエバー,そこは気合いでこらえて！,,スピード+5,パワー+10,ダイタクヘリオスの絆ゲージ+5,,,,,,,
521,521,3,パワー,63,ダイタクヘリオス(SRサポート),3,3,2,2,通常イベント,笑顔フォーエバー,一旦気を静めよう,,『伏兵◯』のヒントLv+1,ダイタクヘリオスの絆ゲージ+5,,,,,,,,
522,522,3,パワー,63,ダイタクヘリオス(SRサポート),3,4,1,2,通常イベント,太陽とエンカウント☆,覚悟を決めて熱唱する,,パワー+10,ダイタクヘリオスの絆ゲージ+5,,,,,,,,
523,523,3,パワー,63,ダイタクヘリオス(SRサポート),3,4,2,2,通常イベント,太陽とエンカウント☆,合いの手で盛り上がる,,『注目株』になる,ダイタクヘリオスの絆ゲージ+5,,,,,,,,
524,524,3,パワー,64,ニシノフラワー(SRサポート),3,1,1,1,連続イベント,休んでほしくて……！,選択肢なし,,やる気アップ,スピード+3,パワー+3,賢さ+3,,,,,,
525,525,3,パワー,64,ニシノフラワー(SRサポート),3,2,1,1,連続イベント,ありがとうを言いたくて……！,花冠をあげるために頑張ったんだね,,パワー+5,『直線巧者』のヒントLv+1,ニシノフラワーの絆ゲージ+5,,,,,,,
526,526,3,パワー,64,ニシノフラワー(SRサポート),3,2,2,1,連続イベント,ありがとうを言いたくて……！,感謝の花冠っていいね,,賢さ+5,『直線加速』のヒントLv+1,ニシノフラワーの絆ゲージ+5,,,,,,,
527,527,3,パワー,64,ニシノフラワー(SRサポート),3,3,1,2,通常イベント,温もり愛情弁当,可愛いおかずだ,,『愛嬌◯』になる,ニシノフラワーの絆ゲージ+5,,,,,,,,
528,528,3,パワー,64,ニシノフラワー(SRサポート),3,3,2,2,通常イベント,温もり愛情弁当,栄養ありそうだ,,体力+20,ニシノフラワーの絆ゲージ+5,,,,,,,,
529,529,3,パワー,64,ニシノフラワー(SRサポート),3,4,1,2,通常イベント,きれいに咲こうねっ♪,手分けして効率化をはかろう！,,賢さ+15,ニシノフラワーの絆ゲージ+5,,,,,,,,
530,530,3,パワー,64,ニシノフラワー(SRサポート),3,4,2,2,通常イベント,きれいに咲こうねっ♪,急いでじょうろに水を入れてくる！,,スピード+10,パワー+5,ニシノフラワーの絆ゲージ+5,,,,,,,
531,531,3,パワー,65,ファインモーション(SRサポート),3,1,1,1,連続イベント,どちらも日常なんだよね～,選択肢なし,,体力+15,パワー+5,スキルPt+10,,,,,,,
532,532,3,パワー,65,ファインモーション(SRサポート),3,2,1,1,連続イベント,君もクローバーだよ♪,選択肢なし,,スキルPt+20,『食い下がり』のヒントLv+2,,,,,,,,
533,533,3,パワー,65,ファインモーション(SRサポート),3,3,1,2,通常イベント,ときめきシューズ,軽くて速く走れそうなシューズ,,スピード+5,スキルPt+10,ファインモーションの絆ゲージ+5,,,,,,,
534,534,3,パワー,65,ファインモーション(SRサポート),3,3,2,2,通常イベント,ときめきシューズ,重いけど鍛えられそうなシューズ,,体力-10,スタミナ+5,スキルPt+20,ファインモーションの絆ゲージ+5,,,,,,
535,535,3,パワー,65,ファインモーション(SRサポート),3,4,1,2,通常イベント,思い出クローバー,最終コーナー,,『コーナー巧者◯』のヒントLv+1,ファインモーションの絆ゲージ+5,,,,,,,,
536,536,3,パワー,65,ファインモーション(SRサポート),3,4,2,2,通常イベント,思い出クローバー,ラストの直線,,根性+15,ファインモーションの絆ゲージ+5,,,,,,,,
537,537,3,パワー,66,イナリワン(SRサポート),3,1,1,1,連続イベント,いきちょん！,選択肢なし,,体力-10,スピード+12,パワー+12,イナリワンの絆ゲージ+5,,,,,,
538,538,3,パワー,66,イナリワン(SRサポート),3,2,1,1,連続イベント,おうすうちゃん！,スピードは抑えてほしい…,,体力-5,やる気2段階アップ,スピード+3,パワー+3,根性+3,イナリワンの絆ゲージ+5,,,,
539,539,3,パワー,66,イナリワン(SRサポート),3,2,2,1,連続イベント,おうすうちゃん！,いつも通り走って大丈夫！,,体力-5,スピード+10,『大井レース場◯』のヒントLv+3,イナリワンの絆ゲージ+5,,,,,,
540,540,3,パワー,66,イナリワン(SRサポート),3,3,1,2,通常イベント,喧嘩だワッショイ,健闘を讃えてあげよう,,体力-5,パワー+15,イナリワンの絆ゲージ+5,,,,,,,
541,541,3,パワー,66,イナリワン(SRサポート),3,3,2,2,通常イベント,喧嘩だワッショイ,飲み物差し入れるとか,,やる気アップ,根性+5,イナリワンの絆ゲージ+5,,,,,,,
542,542,3,パワー,66,イナリワン(SRサポート),3,4,1,2,通常イベント,神輿だワッショイ,突き進む躍動感？,,スキルPt+15,イナリワンの絆ゲージ+5,,,,,,,,
543,543,3,パワー,66,イナリワン(SRサポート),3,4,2,2,通常イベント,神輿だワッショイ,観客がいないからでは？,,『京都レース場◯』のヒントLv+1,イナリワンの絆ゲージ+5,,,,,,,,
544,544,4,勝負根性,67,スペシャルウィーク(SSRサポート),4,1,1,1,連続イベント,蹄鉄で、ステップを！,選択肢なし,,スピード+5,スタミナ+5,,,,,,,,
545,545,4,勝負根性,67,スペシャルウィーク(SSRサポート),4,2,1,1,連続イベント,想いは、ジェットコースター！,世界最長ジェットコースターだね！,,体力-10,スピード+5,スタミナ+5,根性+10,スペシャルウィークの絆ゲージ+5,,,,,
546,546,4,勝負根性,67,スペシャルウィーク(SSRサポート),4,2,2,1,連続イベント,想いは、ジェットコースター！,コーヒーカップだね！,,体力+20,賢さ+10,スペシャルウィークの絆ゲージ+5,連続イベントが終了,,,,,,
547,547,4,勝負根性,67,スペシャルウィーク(SSRサポート),4,3,1,1,連続イベント,私たちの、ビクトリースタンド！,選択肢なし,,体力-10,スピード+5,スタミナ+5,根性+5,『末脚』のヒントLv+1,ランダムで『全身全霊』取得,スペシャルウィークの絆ゲージ+5,,,
548,548,4,勝負根性,67,スペシャルウィーク(SSRサポート),4,4,1,2,通常イベント,あれもこれもで、悩んじゃいます！,美味しいものを食べるべきだ,,体力+10,やる気アップ,スペシャルウィークの絆ゲージ+5,,,,,,,
549,549,4,勝負根性,67,スペシャルウィーク(SSRサポート),4,4,2,2,通常イベント,あれもこれもで、悩んじゃいます！,思いついたところ全部に行こう！,,体力-10,スタミナ+15,スキルPt+15,スペシャルウィークの絆ゲージ+5,,,,,,
550,550,4,勝負根性,67,スペシャルウィーク(SSRサポート),4,5,1,2,通常イベント,曲がり角には、気をつけます！,ここで全力を出さない方がいいぞ,,『別腹タンク』のヒントLv+1,スペシャルウィークの絆ゲージ+5,,,,,,,,
551,551,4,勝負根性,67,スペシャルウィーク(SSRサポート),4,5,2,2,通常イベント,曲がり角には、気をつけます！,急いで行ってあげて,,根性+15,スペシャルウィークの絆ゲージ+5,,,,,,,,
552,552,4,勝負根性,68,グラスワンダー(SSRサポート),4,1,1,1,連続イベント,密やかなる熱情,選択肢なし,,体力+10,賢さ+5,スキルPt+15,グラスワンダーの絆ゲージ+5,,,,,,
553,553,4,勝負根性,68,グラスワンダー(SSRサポート),4,1,2,1,連続イベント,ひととき、うらうらに,ちゃんと息抜きはしてるのか？,,体力+15,グラスワンダーの絆ゲージ+5,,,,,,,,
554,554,4,勝負根性,68,グラスワンダー(SSRサポート),4,1,2,2,連続イベント,ひととき、うらうらに,無理してないか？,,体力-10,根性+5,,,,,,,,
555,555,4,勝負根性,68,グラスワンダー(SSRサポート),4,1,3,1,連続イベント,秘すれば、花なり,選択肢なし,,体力-10,スピード+5,根性+5,賢さ+5,『上昇気流』のヒントLv+1,グラスワンダーの絆ゲージ+5,,,,
556,556,4,勝負根性,68,グラスワンダー(SSRサポート),4,1,3,2,連続イベント,秘すれば、花なり,選択肢なし,,体力-10,スピード+5,根性+10,賢さ+5,『豪脚』のヒントLv+3,グラスワンダーの絆ゲージ+5,,,,
557,557,4,勝負根性,68,グラスワンダー(SSRサポート),4,2,4,1,通常イベント,文殿、思ひ煩ふ,まずは見つけた1冊をじっくり読もう,,賢さ+10,グラスワンダーの絆ゲージ+5,,,,,,,,
558,558,4,勝負根性,68,グラスワンダー(SSRサポート),4,2,4,2,通常イベント,文殿、思ひ煩ふ,一緒に探そうか？,,根性+5,賢さ+5,グラスワンダーの絆ゲージ+5,,,,,,,
559,559,4,勝負根性,68,グラスワンダー(SSRサポート),4,2,5,1,通常イベント,昼つ方、打ち語らふ,揺さぶりをかけてペースを乱すのがいい,,『先行駆け引き』のヒントLv+1,グラスワンダーの絆ゲージ+5,,,,,,,,
560,560,4,勝負根性,68,グラスワンダー(SSRサポート),4,2,5,2,通常イベント,昼つ方、打ち語らふ,徹底的にマークして好きに走らせない,,『徹底マーク◯』のヒントLv+1,グラスワンダーの絆ゲージ+5,,,,,,,,
561,561,4,勝負根性,69,アイネスフウジン(SSRサポート),4,1,1,1,連続イベント,お姉ちゃんの瞬発力,選択肢なし,,体力-10,スピード+5,スタミナ+5,根性+10,,,,,,
562,562,4,勝負根性,69,アイネスフウジン(SSRサポート),4,2,1,1,連続イベント,ハピハピなる前進,選択肢なし,,体力-10,根性+10,スキルpt+30,アイネスフウジンの絆ゲージ+5,,,,,,
563,563,4,勝負根性,69,アイネスフウジン(SSRサポート),4,3,1,1,連続イベント,目指せ、きらめく瞬間！,選択肢無し,,体力-10,根性+2,賢さ+5,ランダムで『勢い任せ』『じゃじゃウマ娘』のヒントLv+1,,,,,,
564,564,4,勝負根性,69,アイネスフウジン(SSRサポート),4,4,1,2,通常イベント,あと10分、なの！,悩んだら走り込み！,,根性+15,アイネスフウジンの絆ゲージ+5,,,,,,,,
565,565,4,勝負根性,69,アイネスフウジン(SSRサポート),4,5,1,2,通常イベント,悩んだら走り込み！,フォームの確認はどう？,,賢さ+15,アイネスフウジンの絆ゲージ+5,ランダムで賢さ+15,スタミナ+5,根性+10,根性+10,,,,
566,566,4,勝負根性,69,アイネスフウジン(SSRサポート),4,6,1,2,通常イベント,鬼ごっこ、なの！,ゆるっと楽しむ,,体力+10,スピード+5,アイネスフウジンの絆ゲージ+5,,,,,,,
567,567,4,勝負根性,69,アイネスフウジン(SSRサポート),4,6,2,2,通常イベント,鬼ごっこ、なの！,本気で遊ぶ！,,『急ぎ足』のヒントLv+1,アイネスフウジンの絆ゲージ+5,,,,,,,,
568,568,4,勝負根性,70,ウイニングチケット(SSRサポート),4,1,1,1,連続イベント,ユーザーネーム『W&T』,選択肢なし,,根性+10,,,,,,,,,
569,569,4,勝負根性,70,ウイニングチケット(SSRサポート),4,2,1,1,連続イベント,後日、全員筋肉痛！,選択肢なし,,スタミナ+5,根性+5,,,,,,,,
570,570,4,勝負根性,70,ウイニングチケット(SSRサポート),4,3,1,1,連続イベント,We are BNW！！,選択肢なし,,根性+10,『乗り換え上手』のヒントLv+1,,,,,,,,
571,571,4,勝負根性,70,ウイニングチケット(SSRサポート),4,4,1,2,通常イベント,全・力・競・走！！,手すりショートカットだ！,,『差しコーナー◯』のヒントLv+1,ウイニングチケットの絆ゲージ+5,,,,,,,,
572,572,4,勝負根性,70,ウイニングチケット(SSRサポート),4,4,2,2,通常イベント,全・力・競・走！！,相手の動きを予想してみるとか,,スキルPt+30,ウイニングチケットの絆ゲージ+5,,,,,,,,
573,573,4,勝負根性,70,ウイニングチケット(SSRサポート),4,5,1,2,通常イベント,全・力・筋・肉！！,わかる！とことんやりたい,,スタミナ+5,スキルPt+15,ウイニングチケットの絆ゲージ+5,,,,,,,
574,574,4,勝負根性,70,ウイニングチケット(SSRサポート),4,5,2,2,通常イベント,全・力・筋・肉！！,スポーツドリンクを渡す,,やる気アップ,スキルPt+15,ウイニングチケットの絆ゲージ+5,,,,,,,
575,575,4,勝負根性,71,ハルウララ(SSRサポート),4,1,1,1,連続イベント,ライスちゃんと頑張る！,選択肢なし,,体力+10,,,,,,,,,
576,576,4,勝負根性,71,ハルウララ(SSRサポート),4,2,1,1,連続イベント,キングちゃんと頑張る！,選択肢なし,,やる気アップ,体力+10,,,,,,,,
577,577,4,勝負根性,71,ハルウララ(SSRサポート),4,3,1,1,連続イベント,みんなの応援で頑張る！,選択肢なし,,体力+15,『どこ吹く風』のヒントLv+1,,,,,,,,
578,578,4,勝負根性,71,ハルウララ(SSRサポート),4,4,1,2,通常イベント,うららん☆テスト勉強,リズムに合わせると覚えやすいぞ,,体力+10,賢さ+5,,,,,,,,
579,579,4,勝負根性,71,ハルウララ(SSRサポート),4,4,2,2,通常イベント,うららん☆テスト勉強,ご褒美があるとやる気が出るぞ,,やる気アップ,賢さ+5,,,,,,,,
580,580,4,勝負根性,71,ハルウララ(SSRサポート),4,5,1,2,通常イベント,うららん☆ふくへーダッシュ！,伏兵の正しい意味を教える,,『伏兵◯』のヒントLv+1,体力+10,ハルウララの絆ゲージ+5,,,,,,,
581,581,4,勝負根性,71,ハルウララ(SSRサポート),4,5,2,2,通常イベント,うららん☆ふくへーダッシュ！,休んだ方がいいと伝える,,やる気アップ,,,,,,,,,
582,582,4,勝負根性,72,メジロパーマー(SSRサポート),4,1,1,1,連続イベント,振り逃げランナウェイ,今日だけでも思いっきり逃げよう,,体力-15,スタミナ+10,根性+10,メジロパーマーの絆ゲージ+5,,,,,,
583,583,4,勝負根性,72,メジロパーマー(SSRサポート),4,1,2,1,連続イベント,振り逃げランナウェイ,マイペースは大事かもしれない,,体力-15,根性+10,賢さ+10,メジロパーマーの絆ゲージ+5,,,,,,
584,584,4,勝負根性,72,メジロパーマー(SSRサポート),4,2,1,1,連続イベント,ラブ逃げエスケープ,愛は大事だよな！,,体力+10,根性+5,賢さ+5,メジロパーマーの絆ゲージ+5,,,,,,
585,585,4,勝負根性,72,メジロパーマー(SSRサポート),4,3,1,1,連続イベント,非日常体験で成長するのは事実かも,選択肢なし,,体力+10,『逃げのコツ』のヒントLv+1,メジロパーマーの絆ゲージ+5,,,,,,,
586,586,4,勝負根性,72,メジロパーマー(SSRサポート),4,4,1,1,連続イベント,ポジティブ逃げネバギバ！,いいコンビだな,,体力-20,スタミナ+5,根性+5,ランダムで『リードキープ』のヒントLv+3もしくは『先陣の心得』のヒントLv+3,メジロパーマーの絆ゲージ+5,,,,,
587,587,4,勝負根性,72,メジロパーマー(SSRサポート),4,4,2,1,連続イベント,ポジティブ逃げネバギバ！,君の逃げは向上心なんだな,,体力+10,『一匹狼』のヒントLv+1,,,,,,,,
588,588,4,勝負根性,72,メジロパーマー(SSRサポート),4,5,1,2,通常イベント,逃げられない選択？,粘り強く使えるほうで！,,体力-15,根性+20,メジロパーマーの絆ゲージ+5,,,,,,,
589,589,4,勝負根性,72,メジロパーマー(SSRサポート),4,5,2,2,通常イベント,逃げられない選択？,パワーに懸けるほうで！,,パワー+5,スキルPt+15,メジロパーマーの絆ゲージ+5,,,,,,,
590,590,4,勝負根性,72,メジロパーマー(SSRサポート),4,6,1,2,通常イベント,ポジティブな逃げ,ありがとう。でもまだ頑張りたい,,根性+15,メジロパーマーの絆ゲージ+5,,,,,,,,
591,591,4,勝負根性,72,メジロパーマー(SSRサポート),4,6,2,2,通常イベント,ポジティブな逃げ,じゃあ、俺も逃げてみる！,,『道悪◯』のヒントLv+1,メジロパーマーの絆ゲージ+5,,,,,,,,
592,592,4,勝負根性,73,マチカネタンホイザ(イベント配布報酬),4,1,1,1,連続イベント,求む、個性！,他のウマ娘に相談するとか,,やる気アップ,マチカネタンホイザの絆ゲージ+5,,,,,,,,
593,593,4,勝負根性,73,マチカネタンホイザ(イベント配布報酬),4,1,2,1,連続イベント,求む、個性！,そのままでいいと思うよ,,体力+10~30,マチカネタンホイザの絆ゲージ+5,,,,,,,,
594,594,4,勝負根性,73,マチカネタンホイザ(イベント配布報酬),4,2,1,1,連続イベント,目指せ、いたずらっ子！,選択肢なし,,パワー+5,スキルPt+10,マチカネタンホイザの絆ゲージ+5,,,,,,,
595,595,4,勝負根性,73,マチカネタンホイザ(イベント配布報酬),4,3,1,1,連続イベント,個性的な走り方,選択肢なし,,パワー+5~10,スキルPt+10~15,マチカネタンホイザの絆ゲージ+5,以下からランダムで獲得,『ウマ込み冷静』のヒントLv+3,『どこ吹く風』のヒントLv+1,,,,
596,596,4,勝負根性,73,マチカネタンホイザ(イベント配布報酬),4,4,1,2,通常イベント,これも普通の努力です！,その機敏さは普通じゃないような,,スピード+10,マチカネタンホイザの絆ゲージ+5,,,,,,,,
597,597,4,勝負根性,73,マチカネタンホイザ(イベント配布報酬),4,4,2,2,通常イベント,これも普通の努力です！,普通とは言えないパワーだ,,パワー+10,マチカネタンホイザの絆ゲージ+5,,,,,,,,
598,598,4,勝負根性,73,マチカネタンホイザ(イベント配布報酬),4,5,1,2,通常イベント,これも普通のハプニング！？,力強い走りだった！,,スタミナ+5,根性+10,マチカネタンホイザの絆ゲージ+5,,,,,,,
599,599,4,勝負根性,73,マチカネタンホイザ(イベント配布報酬),4,6,1,2,通常イベント,迷いのない走りだった！,,,『逃げけん制』のヒントLv+1,マチカネタンホイザの絆ゲージ+5,,,,,,,,
600,600,4,勝負根性,74,ヒシアケボノ(SSRサポート),4,1,1,1,連続イベント,そのままの自分でボーノボーノ♪,選択肢なし,,体力最大値+4,根性+5,ヒシアケボノの絆ゲージ+5,,,,,,,
601,601,4,勝負根性,74,ヒシアケボノ(SSRサポート),4,2,1,1,連続イベント,はっけよーい……ボーノ☆,さすがに多い……！,,体力+30,根性+5,ヒシアケボノの絆ゲージ+5,ランダムで『太り気味』になる,,,,,,
602,602,4,勝負根性,74,ヒシアケボノ(SSRサポート),4,2,2,1,連続イベント,はっけよーい……ボーノ☆,本格的に相撲の技も習ったら？,,スタミナ+5,パワー+5,ヒシアケボノの絆ゲージ+5,,,,,,,
603,603,4,勝負根性,74,ヒシアケボノ(SSRサポート),4,3,1,1,連続イベント,あなたにボーノ、あたしもボーノ☆,選択肢なし,,スタミナ+5,根性+10,ランダムで『シックスセンス』『危険回避』のヒントLv+3,,,,,,,
604,604,4,勝負根性,74,ヒシアケボノ(SSRサポート),4,4,1,2,通常イベント,どーんと☆召し上がれ♪,少し休憩したら？,,体力+10,ヒシアケボノの絆ゲージ+5,,,,,,,,
605,605,4,勝負根性,74,ヒシアケボノ(SSRサポート),4,4,2,2,通常イベント,どーんと☆召し上がれ♪,ずいぶんと力を入れてついてるしな……,,体力-5,パワー+15,ヒシアケボノの絆ゲージ+5,,,,,,,
606,606,4,勝負根性,74,ヒシアケボノ(SSRサポート),4,5,1,2,通常イベント,どーんと☆お任せあれ♪,整地車を押して移動させられる？,,スタミナ+10,ヒシアケボノの絆ゲージ+5,,,,,,,,
607,607,4,勝負根性,74,ヒシアケボノ(SSRサポート),4,5,2,2,通常イベント,どーんと☆お任せあれ♪,コースを走って整地をお願い！,,体力-15,『スプリントギア』のヒントLv+2,ヒシアケボノの絆ゲージ+5,,,,,,,
608,608,4,勝負根性,75,メジロライアン(SSRサポート),4,1,1,1,連続イベント,どぎまぎアフタヌーンティー,君たちで分け合えば食べきれる！,,体力+10,やる気アップ,,,,,,,,
609,609,4,勝負根性,75,メジロライアン(SSRサポート),4,1,2,1,連続イベント,どぎまぎアフタヌーンティー,テイクアウトにする？,,賢さ+10,スキルpt+15,『先行のコツ◯』のヒントLv+3,※次回イベントが発生しない,,,,,,
610,610,4,勝負根性,75,メジロライアン(SSRサポート),4,2,1,1,連続イベント,滾れホームランダービー！,選択肢なし,,パワー+10,根性+5,,,,,,,,
611,611,4,勝負根性,75,メジロライアン(SSRサポート),4,3,1,1,連続イベント,不屈のバーニングハート！！,選択肢なし,,パワー+10,根性+5,『勝利への執念』のヒントLv+1,,,,,,,
612,612,4,勝負根性,75,メジロライアン(SSRサポート),4,4,1,2,通常イベント,筋肉と共に明日へ！,限界まで挑戦しよう！,,体力-10,パワー+15,メジロライアンの絆ゲージ+5,,,,,,,
613,613,4,勝負根性,75,メジロライアン(SSRサポート),4,4,2,2,通常イベント,筋肉と共に明日へ！,目標達成おめでとう！,,体力最大値+4,パワー+5,メジロライアンの絆ゲージ+5,,,,,,,
614,614,4,勝負根性,75,メジロライアン(SSRサポート),4,5,1,2,通常イベント,あくまで薦められただけ,ペースを考えたほうがいいよ,,『ペースキープ』のヒントLv+1,メジロライアンの絆ゲージ+5,,,,,,,,
615,615,4,勝負根性,75,メジロライアン(SSRサポート),4,5,2,2,通常イベント,あくまで薦められただけ,一気読みは体力使うよ？,,体力+30,メジロライアンの絆ゲージ+5,,,,,,,,
616,616,4,勝負根性,76,ツインターボ(BD特典),4,1,1,1,連続イベント,『せんでん』始動！！,……宣伝、やってみたら？,,体力-5,根性+15,ツインターボの絆ゲージ+5,,,,,,,
617,617,4,勝負根性,76,ツインターボ(BD特典),4,1,2,1,連続イベント,『せんでん』始動！！,無理強いはよくないぞ,,体力+20,ツインターボの絆ゲージ-5,連続イベントが終了,,,,,,,
618,618,4,勝負根性,76,ツインターボ(BD特典),4,2,1,1,連続イベント,『せんでん』全開！！,選択肢なし,,体力-10,スピード+7,パワー+7,ツインターボの絆ゲージ+5,,,,,,
619,619,4,勝負根性,76,ツインターボ(BD特典),4,3,1,1,連続イベント,『せんでん』最高！,選択肢なし,成功時：,体力-10,根性+15,『キラーチューン』のヒントLv+3,ツインターボの絆ゲージ+5,,,,,,
620,620,4,勝負根性,76,ツインターボ(BD特典),4,3,2,2,連続イベント,『せんでん』最高！,選択肢なし,失敗時：,体力-10,根性+10,『テンポアップ』のヒントLv+3,ツインターボの絆ゲージ+5,,,,,,
621,621,4,勝負根性,76,ツインターボ(BD特典),4,4,1,2,通常イベント,思い込んだら一直線！,それならスピードを優先した方がいい,,やる気ダウン,スピード+20,,,,,,,,
622,622,4,勝負根性,76,ツインターボ(BD特典),4,4,2,2,通常イベント,思い込んだら一直線！,確かにパワーは大事！,,体力-10,パワー+20,,,,,,,,
623,623,4,勝負根性,76,ツインターボ(BD特典),4,5,1,2,通常イベント,燃えてきた！！,簡単な曲でミスを減らしてみるのは？,,体力+15,ツインターボの絆ゲージ+5,,,,,,,,
624,624,4,勝負根性,76,ツインターボ(BD特典),4,5,2,2,通常イベント,燃えてきた！！,激ムズに挑戦してスコアを稼ごう！,,『先駆け』のヒントLv+1,ツインターボの絆ゲージ+5,,,,,,,,
625,625,4,勝負根性,77,イクノディクタス(SSRサポート),4,1,1,1,連続イベント,探偵U,選択肢なし,,体力最大値+4,スタミナ+10,賢さ+5,,,,,,,
626,626,4,勝負根性,77,イクノディクタス(SSRサポート),4,2,1,1,連続イベント,Uゆしき事態？,話した内容に自身はある？,,根性+15,『臨機応変』のヒントLv+1,イクノディクタスの絆ゲージ+5,,,,,,,
627,627,4,勝負根性,77,イクノディクタス(SSRサポート),4,2,2,1,連続イベント,Uゆしき事態？,俺にも蹄鉄を見繕ってよ,,体力＋20,スピード＋10,スキルpt+10,※次回イベントが発生しない,,,,,,
628,628,4,勝負根性,77,イクノディクタス(SSRサポート),4,3,1,1,連続イベント,U情,選択肢なし,,スタミナ+20,根性+10,スキルPt+10,『大局観』のヒントLv+1,,,,,,
629,629,4,勝負根性,77,イクノディクタス(SSRサポート),4,4,1,2,通常イベント,イクノ式万全メソッド,全部1人でやるの？,,賢さ+10,イクノディクタスの絆ゲージ+5,,,,,,,,
630,630,4,勝負根性,77,イクノディクタス(SSRサポート),4,4,2,2,通常イベント,イクノ式万全メソッド,随分と熱心なんだね,,スキルPt+30,イクノディクタスの絆ゲージ+5,,,,,,,,
631,631,4,勝負根性,77,イクノディクタス(SSRサポート),4,5,1,2,通常イベント,イクノ式マネジメント論,俺のスケジュールも見て欲しい,,スタミナ+20,イクノディクタスの絆ゲージ+5,,,,,,,,
632,632,4,勝負根性,77,イクノディクタス(SSRサポート),4,5,2,2,通常イベント,イクノ式マネジメント論,コツとか教えて,,『トリック（後）』のヒントLv+1,イクノディクタスの絆ゲージ+5,,,,,,,,
633,633,4,勝負根性,78,ユキノビジン(イベント配布報酬),4,1,1,1,連続イベント,あたしがなンとかするでがんす！,選択肢なし,,体力-10,根性+10,賢さ+10,ユキノビジンの絆ゲージ+5,,,,,,
634,634,4,勝負根性,78,ユキノビジン(イベント配布報酬),4,2,1,1,連続イベント,飾らねぇ、魅力を……,実際に体験してもらおう！,,体力-10,スタミナ+5,根性+10,『雪の日◯』のヒントLv+1,ユキノビジンの絆ゲージ+5,,,,,
635,635,4,勝負根性,78,ユキノビジン(イベント配布報酬),4,2,2,1,連続イベント,飾らねぇ、魅力を……,動画なんてどう？,,スキルPt+20,『遊びはおしまいっ！』のヒントLv+1,ユキノビジンの絆ゲージ-5,連続イベントが終了,,,,,,
636,636,4,勝負根性,78,ユキノビジン(イベント配布報酬),4,3,1,1,連続イベント,どんど晴れの立役者,選択肢なし,,体力-10,根性+10,賢さ+5,『曲線のソムリエ』のヒントLv+1,ユキノビジンの絆ゲージ+5,,,,,
637,637,4,勝負根性,78,ユキノビジン(イベント配布報酬),4,4,1,2,通常イベント,イカすライブのために,激しいステップを取り入れてみたら？,,根性+10,ユキノビジンの絆ゲージ+5,,,,,,,,
638,638,4,勝負根性,78,ユキノビジン(イベント配布報酬),4,4,2,2,通常イベント,イカすライブのために,アクロバティックな動きをしてみたら？,,体力-10,根性+15,ユキノビジンの絆ゲージ+5,,,,,,,
639,639,4,勝負根性,78,ユキノビジン(イベント配布報酬),4,5,1,2,通常イベント,シチースポットを目指して,この地図だと、現在地と目的地は……,,体力-10,やる気アップ,根性+10,ユキノビジンの絆ゲージ+5,,,,,,
640,640,4,勝負根性,78,ユキノビジン(イベント配布報酬),4,5,2,2,通常イベント,シチースポットを目指して,ナビのアプリを使うといいぞ,,『コーナー加速◯』のヒントLv+1,ユキノビジンの絆ゲージ+5,,,,,,,,
641,641,4,勝負根性,79,サクラバクシンオー(SSR根性),4,1,1,1,連続イベント,『ちびっ子ウマ娘徒競走大会』,今はそっとしておこう,,根性+5,『地固め』のヒントLv+1,サクラバクシンオーの絆ゲージ+5,,,,,,,
642,642,4,勝負根性,79,サクラバクシンオー(SSR根性),4,1,2,1,連続イベント,『ちびっ子ウマ娘徒競走大会』,特訓をしてあげるとか！,,体力最大値+4,スピード+5,サクラバクシンオーの絆ゲージ+5,,,,,,,
