id,carSkillMasterId,typeNo,typeName,cardId,cardName,sortNum,eventType,eventTypeName,skillName,skillContents
393,393,2,スタミナ,40,マンハッタンカフェ(SRサポート),8,2,所持スキル,雨の日◯,雨の日のレースが少し得意になる
394,394,2,スタミナ,41,ゼンノロブロイ(SRサポート),1,2,育成イベント,読解力,レース中盤に観察力が高まり視野をわずかに広く持てる＜作戦・差し＞
395,395,2,スタミナ,41,ゼンノロブロイ(SRサポート),2,2,育成イベント,非根幹距離◯,非根幹距離（400mの倍数以外）が少し得意になる
396,396,2,スタミナ,41,ゼンノロブロイ(SRサポート),3,2,所持スキル,長距離直線◯,直線で速度がわずかに上がる＜長距離＞
397,397,2,スタミナ,41,ゼンノロブロイ(SRサポート),4,2,所持スキル,登山家,上り坂がわずかに上手くなる
398,398,2,スタミナ,41,ゼンノロブロイ(SRサポート),5,2,所持スキル,パス上手,追い抜く気持ちが湧きわずかに疲れにくくなる＜長距離＞
399,399,2,スタミナ,41,ゼンノロブロイ(SRサポート),6,2,所持スキル,スタミナイーター,レース中盤で後ろの方にいると前方の持久力をちょっと奪う＜長距離＞
400,400,2,スタミナ,41,ゼンノロブロイ(SRサポート),7,2,所持スキル,道悪◯,「稍重」「重」「不良」のバ場状態が 少し得意になる
401,401,2,スタミナ,41,ゼンノロブロイ(SRサポート),8,2,所持スキル,雨の日◯,雨の日のレースが少し得意になる
402,402,2,スタミナ,42,トーセンジョーダン(SRサポート),1,1,育成イベント,中距離直線◯,直線で速度がわずかに上がる＜中距離＞
403,403,2,スタミナ,42,トーセンジョーダン(SRサポート),2,1,育成イベント,鋭い眼光,レース終盤に他のウマ娘がわずかに動揺する＜作戦・差し＞
404,404,2,スタミナ,42,トーセンジョーダン(SRサポート),3,2,所持スキル,直線巧者,直線で速度がわずかに上がる
405,405,2,スタミナ,42,トーセンジョーダン(SRサポート),4,2,所持スキル,巧みなステップ,コース取りがわずかにスムーズになる＜作戦・先行＞
406,406,2,スタミナ,42,トーセンジョーダン(SRサポート),5,2,所持スキル,垂れウマ回避,ラストスパートで前が塞がれた時の立ち回りがわずかにうまくなる
407,407,2,スタミナ,42,トーセンジョーダン(SRサポート),6,2,所持スキル,ポジションセンス,レース序盤にコース取りが少しうまくなる
408,408,2,スタミナ,42,トーセンジョーダン(SRサポート),7,2,所持スキル,臨機応変,レース終盤にコース取りが少しうまくなる
409,409,2,スタミナ,42,トーセンジョーダン(SRサポート),8,2,所持スキル,読解力,レース中盤に観察力が高まり視野をわずかに広く持てる＜作戦・差し＞
410,410,2,スタミナ,42,トーセンジョーダン(SRサポート),9,2,所持スキル,差しのコツ◯,良い位置に少しつきやすくなる＜作戦・差し＞
411,411,2,スタミナ,42,トーセンジョーダン(SRサポート),10,2,所持スキル,先行のコツ◯,良い位置に少しつきやすくなる＜作戦・先行＞
412,412,3,パワー,43,ウオッカ(SSRサポート),1,1,育成イベント,好転一息,直線で持久力が回復する
413,413,3,パワー,43,ウオッカ(SSRサポート),2,1,育成イベント,垂れウマ回避,ラストスパートで前が塞がれた時の立ち回りがわずかにうまくなる
414,414,3,パワー,43,ウオッカ(SSRサポート),3,2,所持スキル,末脚,ラストスパートで速度がわずかに上がる
415,415,3,パワー,43,ウオッカ(SSRサポート),4,2,所持スキル,直線巧者,直線で速度がわずかに上がる
416,416,3,パワー,43,ウオッカ(SSRサポート),5,2,所持スキル,マイル直線◯,直線で速度がわずかに上がる＜マイル＞
417,417,3,パワー,43,ウオッカ(SSRサポート),6,2,所持スキル,中距離直線◯,直線で速度がわずかに上がる＜中距離＞
418,418,3,パワー,43,ウオッカ(SSRサポート),7,2,所持スキル,直線加速,直線で加速力がわずかに上がる
419,419,3,パワー,43,ウオッカ(SSRサポート),8,2,所持スキル,上昇気流,レース終盤に後ろの方だと追い抜く力がわずかに上がる＜マイル＞
420,420,3,パワー,43,ウオッカ(SSRサポート),9,2,所持スキル,差し切り体勢,レース終盤で加速力がわずかに上がる＜作戦・差し＞
421,421,3,パワー,43,ウオッカ(SSRサポート),10,2,所持スキル,直線回復,直線で持久力がわずかに回復する
422,422,3,パワー,43,ウオッカ(SSRサポート),11,2,所持スキル,東京レース場◯,東京レース場が少し得意になる
423,423,3,パワー,44,エルコンドルパサー(SSRサポート),1,1,育成イベント,キラーチューン,レース中盤に前の方だと好位置を取りやすくなる＜中距離＞
424,424,3,パワー,44,エルコンドルパサー(SSRサポート),2,1,育成イベント,スタミナキープ,レース序盤でわずかに疲れにくくなる＜作戦・先行＞
425,425,3,パワー,44,エルコンドルパサー(SSRサポート),3,1,育成イベント,晴れの日◯,晴れの日のレースが少し得意になる
426,426,3,パワー,44,エルコンドルパサー(SSRサポート),4,2,所持スキル,中距離直線◯,直線で速度がわずかに上がる＜中距離＞
427,427,3,パワー,44,エルコンドルパサー(SSRサポート),5,2,所持スキル,テンポアップ,レース中盤に前の方だとわずかに好位置を取りやすくなる＜中距離＞
428,428,3,パワー,44,エルコンドルパサー(SSRサポート),6,2,所持スキル,抜け出し準備,最終コーナーでわずかに抜け出しやすくなる＜作戦・先行＞
429,429,3,パワー,44,エルコンドルパサー(SSRサポート),7,2,所持スキル,先行直線◯,直線で速度がわずかに上がる＜作戦・先行＞
430,430,3,パワー,44,エルコンドルパサー(SSRサポート),8,2,所持スキル,ホークアイ,レース序盤に観察力が高まり視野を少し広く持てる＜中距離＞
431,431,3,パワー,44,エルコンドルパサー(SSRサポート),9,2,所持スキル,根幹距離◯,根幹距離（400mの倍数）が少し得意になる
432,432,3,パワー,44,エルコンドルパサー(SSRサポート),10,2,所持スキル,晴れの日◯,晴れの日のレースが少し得意になる
433,433,3,パワー,45,スマートファルコン(SSRサポート),1,1,育成イベント,キラーチューン,レース中盤に前の方だと好位置を取りやすくなる＜中距離＞
434,434,3,パワー,45,スマートファルコン(SSRサポート),2,1,育成イベント,スタミナキープ,レース序盤でわずかに疲れにくくなる＜作戦・先行＞
435,435,3,パワー,45,スマートファルコン(SSRサポート),3,1,育成イベント,晴れの日◯,晴れの日のレースが少し得意になる
436,436,3,パワー,45,スマートファルコン(SSRサポート),4,2,所持スキル,中距離直線◯,直線で速度がわずかに上がる＜中距離＞
437,437,3,パワー,45,スマートファルコン(SSRサポート),5,2,所持スキル,テンポアップ,レース中盤に前の方だとわずかに好位置を取りやすくなる＜中距離＞
438,438,3,パワー,45,スマートファルコン(SSRサポート),6,2,所持スキル,抜け出し準備,最終コーナーでわずかに抜け出しやすくなる＜作戦・先行＞
439,439,3,パワー,45,スマートファルコン(SSRサポート),7,2,所持スキル,先行直線◯,直線で速度がわずかに上がる＜作戦・先行＞
440,440,3,パワー,45,スマートファルコン(SSRサポート),8,2,所持スキル,ホークアイ,レース序盤に観察力が高まり視野を少し広く持てる＜中距離＞
441,441,3,パワー,45,スマートファルコン(SSRサポート),9,2,所持スキル,根幹距離◯,根幹距離（400mの倍数）が少し得意になる
442,442,3,パワー,45,スマートファルコン(SSRサポート),10,2,所持スキル,晴れの日◯,晴れの日のレースが少し得意になる
443,443,3,パワー,46,オグリキャップ(SSRサポート),1,1,育成イベント,豪脚,レース終盤に後ろの方だと追い抜く力が上がる＜マイル＞
444,444,3,パワー,46,オグリキャップ(SSRサポート),2,1,育成イベント,外差し準備,最終コーナーで外から追い抜くと速度がわずかに上がる＜作戦・差し＞
445,445,3,パワー,46,オグリキャップ(SSRサポート),3,1,育成イベント,スタミナキープ,レース序盤でわずかに疲れにくくなる＜作戦・先行＞
446,446,3,パワー,46,オグリキャップ(SSRサポート),4,1,育成イベント,中山レース場◯,中山レース場が少し得意になる
447,447,3,パワー,46,オグリキャップ(SSRサポート),5,2,所持スキル,末脚,ラストスパートで速度がわずかに上がる
448,448,3,パワー,46,オグリキャップ(SSRサポート),6,2,所持スキル,コーナー巧者◯,コーナーが得意になり速度がわずかに上がる
449,449,3,パワー,46,オグリキャップ(SSRサポート),7,2,所持スキル,テンポアップ,レース中盤に前の方だとわずかに好位置を取りやすくなる＜中距離＞
450,450,3,パワー,46,オグリキャップ(SSRサポート),8,2,所持スキル,地固め,レース序盤にスキルを多く発動すると加速力がわずかに上がる
451,451,3,パワー,46,オグリキャップ(SSRサポート),9,2,所持スキル,コーナー加速◯,華麗なコーナーワークで加速力がわずかに上がる
452,452,3,パワー,46,オグリキャップ(SSRサポート),10,2,所持スキル,アクセラレーション,レース中盤に追い抜くと加速力がわずかに上がる＜マイル＞
453,453,3,パワー,46,オグリキャップ(SSRサポート),11,2,所持スキル,垂れウマ回避,ラストスパートで前が塞がれた時の立ち回りがわずかにうまくなる
454,454,3,パワー,46,オグリキャップ(SSRサポート),12,2,所持スキル,集中力,スタートが得意になり出遅れる時間がわずかに少なくなる
455,455,3,パワー,46,オグリキャップ(SSRサポート),13,2,所持スキル,栄養補給,レース中盤に持久力がわずかに回復する＜作戦・先行＞
456,456,3,パワー,46,オグリキャップ(SSRサポート),14,2,所持スキル,曇りの日◯,曇りの日のレースが少し得意になる
457,457,3,パワー,47,ウイニングチケット(ストーリー報酬),1,1,育成イベント,全身全霊,ラストスパートで速度が上がる
458,458,3,パワー,47,ウイニングチケット(ストーリー報酬),2,1,育成イベント,差しコーナー◯,コーナーで速度がわずかに上がる＜作戦・差し＞
459,459,3,パワー,47,ウイニングチケット(ストーリー報酬),3,2,所持スキル,外差し準備,最終コーナーで外から追い抜くと速度がわずかに上がる＜作戦・差し＞
460,460,3,パワー,47,ウイニングチケット(ストーリー報酬),4,2,所持スキル,位置取り押し上げ,レース中盤で速度がわずかに上がる＜作戦・差し＞
461,461,3,パワー,47,ウイニングチケット(ストーリー報酬),5,2,所持スキル,差し切り体勢,レース終盤で加速力がわずかに上がる＜作戦・差し＞
462,462,3,パワー,47,ウイニングチケット(ストーリー報酬),6,2,所持スキル,良バ場◯,「良」のバ場状態が少し得意になる
463,463,3,パワー,47,ウイニングチケット(ストーリー報酬),7,2,所持スキル,曇りの日◯,曇りの日のレースが少し得意になる
464,464,3,パワー,48,ヤエノムテキ(SSRサポート),1,1,育成イベント,アガッてきた！,レース中盤に追い抜くと速度が上がる
465,465,3,パワー,48,ヤエノムテキ(SSRサポート),2,1,育成イベント,遊びはおしまいっ！,すぐ後ろにウマ娘が長くいると速度がわずかに上がる
466,466,3,パワー,48,ヤエノムテキ(SSRサポート),3,1,育成イベント,中距離コーナー◯,コーナーで速度がわずかに上がる＜中距離＞
467,467,3,パワー,48,ヤエノムテキ(SSRサポート),4,2,所持スキル,末脚,ラストスパートで速度がわずかに上がる
468,468,3,パワー,48,ヤエノムテキ(SSRサポート),5,2,所持スキル,尻尾上がり,レース中盤にスキルを多く発動すると速度がわずかに上がる
469,469,3,パワー,48,ヤエノムテキ(SSRサポート),6,2,所持スキル,ペースアップ,レース中盤に追い抜くと速度がわずかに上がる
470,470,3,パワー,48,ヤエノムテキ(SSRサポート),7,2,所持スキル,テンポアップ,レース中盤に前の方だとわずかに好位置を取りやすくなる＜中距離＞
471,471,3,パワー,48,ヤエノムテキ(SSRサポート),8,2,所持スキル,抜け出し準備,最終コーナーでわずかに抜け出しやすくなる＜作戦・先行＞
472,472,3,パワー,49,トウカイテイオー(BD特典),1,1,育成イベント,火事場のバ鹿力,力を出し切った時に走る気力が復活する＜長距離＞
473,473,3,パワー,49,トウカイテイオー(BD特典),2,1,育成イベント,先行直線◯,直線で速度がわずかに上がる＜作戦・先行＞
474,474,3,パワー,49,トウカイテイオー(BD特典),3,2,所持スキル,巧みなステップ,コース取りがわずかにスムーズになる＜作戦・先行＞
475,475,3,パワー,49,トウカイテイオー(BD特典),4,2,所持スキル,垂れウマ回避,ラストスパートで前が塞がれた時の立ち回りがわずかにうまくなる
476,476,3,パワー,49,トウカイテイオー(BD特典),5,2,所持スキル,ポジションセンス,レース序盤にコース取りが少しうまくなる
477,477,3,パワー,49,トウカイテイオー(BD特典),6,2,所持スキル,臨機応変,レース終盤にコース取りが少しうまくなる
478,478,3,パワー,49,トウカイテイオー(BD特典),7,2,所持スキル,イナズマステップ,レース中盤に後ろの方にいると少し囲まれにくくなる＜中距離＞
479,479,3,パワー,49,トウカイテイオー(BD特典),8,2,所持スキル,軽やかステップ,左右に動いてもわずかに疲れにくくなる＜中距離＞
480,480,3,パワー,50,バンブーメモリー(SSRサポート),1,1,育成イベント,昇り龍,最終コーナーで外から追い抜くと速度が上がる＜作戦・差し＞
481,481,3,パワー,50,バンブーメモリー(SSRサポート),2,1,育成イベント,末脚,ラストスパートで速度がわずかに上がる
482,482,3,パワー,50,バンブーメモリー(SSRサポート),3,1,育成イベント,外差し準備,最終コーナーで外から追い抜くと速度がわずかに上がる＜作戦・差し＞
483,483,3,パワー,50,バンブーメモリー(SSRサポート),4,1,育成イベント,差しためらい,レース終盤に作戦・差しのウマ娘をためらわせて速度をわずかに下げる
484,484,3,パワー,50,バンブーメモリー(SSRサポート),5,1,育成イベント,根幹距離◯,根幹距離（400mの倍数）が少し得意になる
485,485,3,パワー,50,バンブーメモリー(SSRサポート),6,1,育成イベント,対抗意識◯,自分と同じ作戦のウマ娘が6人以上だと能力を少し発揮しやすい
486,486,3,パワー,50,バンブーメモリー(SSRサポート),7,1,育成イベント,空回り,先頭で大きくリードし過ぎると少し疲れてしまいがちになる
487,487,3,パワー,50,バンブーメモリー(SSRサポート),8,2,所持スキル,直線巧者,直線で速度がわずかに上がる
488,488,3,パワー,50,バンブーメモリー(SSRサポート),9,2,所持スキル,詰め寄り,レース終盤に後ろの方だとわずかにスパートしやすくなる＜短距離＞
489,489,3,パワー,50,バンブーメモリー(SSRサポート),10,2,所持スキル,マイル直線◯,直線で速度がわずかに上がる＜マイル＞
490,490,3,パワー,50,バンブーメモリー(SSRサポート),11,2,所持スキル,差し直線◯,直線で速度がわずかに上がる＜作戦・差し＞
491,491,3,パワー,50,バンブーメモリー(SSRサポート),12,2,所持スキル,アクセラレーション,レース中盤に追い抜くと加速力がわずかに上がる＜マイル＞
492,492,3,パワー,50,バンブーメモリー(SSRサポート),13,2,所持スキル,徹底マーク◯,1番人気のウマ娘と作戦が同じだと能力を少し発揮しやすい
493,493,3,パワー,51,キングヘイロー(SSRパワー),1,1,育成イベント,電撃の煌めき,レース終盤に後ろの方だとスパートしやすくなる＜短距離＞
494,494,3,パワー,51,キングヘイロー(SSRパワー),2,1,育成イベント,末脚,ラストスパートで速度がわずかに上がる
495,495,3,パワー,51,キングヘイロー(SSRパワー),3,1,育成イベント,詰め寄り,レース終盤に後ろの方だとわずかにスパートしやすくなる＜短距離＞
496,496,3,パワー,51,キングヘイロー(SSRパワー),4,2,所持スキル,詰め寄り,レース終盤に後ろの方だとわずかにスパートしやすくなる＜短距離＞
497,497,3,パワー,51,キングヘイロー(SSRパワー),5,2,所持スキル,コーナー回復◯,無駄のないコーナリングで持久力がわずかに回復する
498,498,3,パワー,51,キングヘイロー(SSRパワー),6,2,所持スキル,様子見,レース中盤に後ろの方だとわずかに疲れにくくなる＜短距離＞
499,499,3,パワー,51,キングヘイロー(SSRパワー),7,2,所持スキル,外枠得意◯,枠番が6〜8のレースが少し得意になる
500,500,3,パワー,51,キングヘイロー(SSRパワー),8,2,所持スキル,良バ場◯,「良」のバ場状態が少し得意になる
501,501,3,パワー,51,キングヘイロー(SSRパワー),9,2,所持スキル,曇りの日◯,曇りの日のレースが少し得意になる
502,502,3,パワー,52,ダイワスカーレット(イベント配布報酬),1,1,育成イベント,レースプランナー,レース中盤で疲れにくくなる＜作戦・先行＞
503,503,3,パワー,52,ダイワスカーレット(イベント配布報酬),2,1,育成イベント,好位追走,レース中盤でわずかに疲れにくくなる＜作戦・先行＞
504,504,3,パワー,52,ダイワスカーレット(イベント配布報酬),3,1,育成イベント,スタミナキープ,レース序盤でわずかに疲れにくくなる＜作戦・先行＞
505,505,3,パワー,52,ダイワスカーレット(イベント配布報酬),4,2,所持スキル,ギアシフト,レース中盤に前の方にいるとわずかに抜かしやすくなる＜マイル＞
506,506,3,パワー,52,ダイワスカーレット(イベント配布報酬),5,2,所持スキル,テンポアップ,レース中盤に前の方だとわずかに好位置を取りやすくなる＜中距離＞
507,507,3,パワー,52,ダイワスカーレット(イベント配布報酬),6,2,所持スキル,抜け出し準備,最終コーナーでわずかに抜け出しやすくなる＜作戦・先行＞
508,508,3,パワー,52,ダイワスカーレット(イベント配布報酬),7,2,所持スキル,前途洋々,レース中盤に先頭だとわずかに疲れにくくなる＜中距離＞
509,509,3,パワー,52,ダイワスカーレット(イベント配布報酬),8,2,所持スキル,好位追走,レース中盤でわずかに疲れにくくなる＜作戦・先行＞
510,510,3,パワー,52,ダイワスカーレット(イベント配布報酬),9,2,所持スキル,対抗意識◯,自分と同じ作戦のウマ娘が6人以上だと能力を少し発揮しやすい
511,511,3,パワー,53,ライスシャワー(SSRパワー),1,1,育成イベント,円弧のマエストロ,無駄のないコーナリングで持久力が回復する
512,512,3,パワー,53,ライスシャワー(SSRパワー),2,1,育成イベント,パス上手,追い抜く気持ちが湧きわずかに疲れにくくなる＜長距離＞
513,513,3,パワー,53,ライスシャワー(SSRパワー),3,1,育成イベント,良バ場◯,「良」のバ場状態が少し得意になる
514,514,3,パワー,53,ライスシャワー(SSRパワー),4,2,所持スキル,登山家,上り坂がわずかに上手くなる
515,515,3,パワー,53,ライスシャワー(SSRパワー),5,2,所持スキル,直滑降,下り坂がわずかに得意になる＜作戦・先行＞
516,516,3,パワー,53,ライスシャワー(SSRパワー),6,2,所持スキル,深呼吸,直線に入ると息を入れてわずかに疲れにくくなる＜長距離＞
517,517,3,パワー,53,ライスシャワー(SSRパワー),7,2,所持スキル,先行けん制,レース序盤に作戦・先行のウマ娘をけん制してわずかに疲れやすくする
518,518,3,パワー,53,ライスシャワー(SSRパワー),8,2,所持スキル,先行焦り,レース中盤に作戦・先行のウマ娘を焦らせてわずかに疲れやすくする
519,519,3,パワー,53,ライスシャワー(SSRパワー),9,2,所持スキル,先行駆け引き,作戦が先行のウマ娘が掛かると落ち着くまで時間がかかる
520,520,3,パワー,53,ライスシャワー(SSRパワー),10,2,所持スキル,かく乱,レース終盤に前の方にいると後方の視野がわずかに狭くなる＜作戦・先行＞
521,521,3,パワー,53,ライスシャワー(SSRパワー),11,2,所持スキル,おひとり様◯,自分と同じ作戦のウマ娘がいないと能力を少し発揮しやすい
522,522,3,パワー,53,ライスシャワー(SSRパワー),12,2,所持スキル,京都レース場◯,京都レース場が少し得意になる
523,523,3,パワー,54,タマモクロス(SSRハロウィン),1,1,育成イベント,百万バリキ,上り坂で速度が上がる＜作戦・差し＞
524,524,3,パワー,54,タマモクロス(SSRハロウィン),2,1,育成イベント,百万バリキ,上り坂で速度が上がる＜作戦・差し＞
525,525,3,パワー,54,タマモクロス(SSRハロウィン),3,1,育成イベント,百万バリキ,上り坂で速度が上がる＜作戦・差し＞
526,526,3,パワー,54,タマモクロス(SSRハロウィン),4,1,育成イベント,百万バリキ,上り坂で速度が上がる＜作戦・差し＞
527,527,3,パワー,54,タマモクロス(SSRハロウィン),5,1,育成イベント,百万バリキ,上り坂で速度が上がる＜作戦・差し＞
528,528,3,パワー,54,タマモクロス(SSRハロウィン),6,1,育成イベント,百万バリキ,上り坂で速度が上がる＜作戦・差し＞
529,529,3,パワー,54,タマモクロス(SSRハロウィン),7,1,育成イベント,百万バリキ,上り坂で速度が上がる＜作戦・差し＞
530,530,3,パワー,54,タマモクロス(SSRハロウィン),8,1,育成イベント,百万バリキ,上り坂で速度が上がる＜作戦・差し＞
531,531,3,パワー,54,タマモクロス(SSRハロウィン),9,1,育成イベント,百万バリキ,上り坂で速度が上がる＜作戦・差し＞
532,532,3,パワー,54,タマモクロス(SSRハロウィン),10,1,育成イベント,百万バリキ,上り坂で速度が上がる＜作戦・差し＞
533,533,3,パワー,55,ダイタクヘリオス(SSRサポート),1,1,育成イベント,脱出術,レース中盤で前に行きやすくなる＜作戦・逃げ＞
534,534,3,パワー,55,ダイタクヘリオス(SSRサポート),2,1,育成イベント,脱出術,レース中盤で前に行きやすくなる＜作戦・逃げ＞
535,535,3,パワー,55,ダイタクヘリオス(SSRサポート),3,1,育成イベント,脱出術,レース中盤で前に行きやすくなる＜作戦・逃げ＞
536,536,3,パワー,55,ダイタクヘリオス(SSRサポート),4,1,育成イベント,脱出術,レース中盤で前に行きやすくなる＜作戦・逃げ＞
537,537,3,パワー,55,ダイタクヘリオス(SSRサポート),5,1,育成イベント,脱出術,レース中盤で前に行きやすくなる＜作戦・逃げ＞
538,538,3,パワー,55,ダイタクヘリオス(SSRサポート),6,1,育成イベント,脱出術,レース中盤で前に行きやすくなる＜作戦・逃げ＞
539,539,3,パワー,55,ダイタクヘリオス(SSRサポート),7,1,育成イベント,脱出術,レース中盤で前に行きやすくなる＜作戦・逃げ＞
540,540,3,パワー,55,ダイタクヘリオス(SSRサポート),8,1,育成イベント,脱出術,レース中盤で前に行きやすくなる＜作戦・逃げ＞
541,541,3,パワー,55,ダイタクヘリオス(SSRサポート),9,1,育成イベント,脱出術,レース中盤で前に行きやすくなる＜作戦・逃げ＞
542,542,3,パワー,55,ダイタクヘリオス(SSRサポート),10,1,育成イベント,脱出術,レース中盤で前に行きやすくなる＜作戦・逃げ＞
543,543,3,パワー,55,ダイタクヘリオス(SSRサポート),11,1,育成イベント,脱出術,レース中盤で前に行きやすくなる＜作戦・逃げ＞
544,544,3,パワー,56,マーベラスサンデー(SSRサポート),1,1,育成イベント,迅速果断,レース中盤で速度が上がる＜作戦・差し＞
545,545,3,パワー,56,マーベラスサンデー(SSRサポート),2,1,育成イベント,位置取り押し上げ,レース中盤で速度がわずかに上がる＜作戦・差し＞
546,546,3,パワー,56,マーベラスサンデー(SSRサポート),3,1,育成イベント,阪神レース場◯,阪神レース場が少し得意になる
547,547,3,パワー,56,マーベラスサンデー(SSRサポート),4,1,育成イベント,曇りの日◯,曇りの日のレースが少し得意になる
548,548,3,パワー,56,マーベラスサンデー(SSRサポート),5,2,所持スキル,直線巧者,直線で速度がわずかに上がる
549,549,3,パワー,56,マーベラスサンデー(SSRサポート),6,2,所持スキル,尻尾上がり,レース中盤にスキルを多く発動すると速度がわずかに上がる
550,550,3,パワー,56,マーベラスサンデー(SSRサポート),7,2,所持スキル,ペースアップ,レース中盤に追い抜くと速度がわずかに上がる
551,551,3,パワー,56,マーベラスサンデー(SSRサポート),8,2,所持スキル,逃げためらい,レース終盤に作戦・逃げのウマ娘をためらわせて速度をわずかに下げる
552,552,3,パワー,56,マーベラスサンデー(SSRサポート),9,2,所持スキル,先行ためらい,レース終盤に作戦・先行のウマ娘をためらわせて速度をわずかに下げる
553,553,3,パワー,57,アドマイヤベガ(SSRサポート),1,1,育成イベント,強攻策,レース中盤に後方にいるとしばらくの間速度が少し上がる＜作戦・追込＞
554,554,3,パワー,57,アドマイヤベガ(SSRサポート),2,1,育成イベント,先行けん制,レース序盤に作戦・先行のウマ娘をけん制してわずかに疲れやすくする
555,555,3,パワー,57,アドマイヤベガ(SSRサポート),3,1,育成イベント,先行焦り,レース中盤に作戦・先行のウマ娘を焦らせてわずかに疲れやすくする
556,556,3,パワー,57,アドマイヤベガ(SSRサポート),4,2,所持スキル,追込直線◯,直線で速度がわずかに上がる＜作戦・追込＞
557,557,3,パワー,57,アドマイヤベガ(SSRサポート),5,2,所持スキル,仕掛け抜群,レース終盤に追込態勢に入り位置をわずかに上げる＜作戦・追込＞
558,558,3,パワー,57,アドマイヤベガ(SSRサポート),6,2,所持スキル,策士,レース終盤に後ろの方にいると視野がわずかに広くなる＜作戦・追込＞
559,559,3,パワー,57,アドマイヤベガ(SSRサポート),7,2,所持スキル,冷静,前が詰まった時に落ち着いて態勢をわずかに立て直す＜作戦・追込＞
560,560,3,パワー,57,アドマイヤベガ(SSRサポート),8,2,所持スキル,束縛,レース終盤に後ろの方にいると前の速度をわずかに下げる＜中距離＞
561,561,3,パワー,58,ヒシアマゾン(SRサポート),1,1,育成イベント,仕掛け抜群,レース終盤に追込態勢に入り位置をわずかに上げる＜作戦・追込＞
562,562,3,パワー,58,ヒシアマゾン(SRサポート),2,1,育成イベント,追込ためらい,レース終盤に作戦・追込のウマ娘をためらわせて速度をわずかに下げる
563,563,3,パワー,58,ヒシアマゾン(SRサポート),3,2,所持スキル,追込直線◯,直線で速度がわずかに上がる＜作戦・追込＞
564,564,3,パワー,58,ヒシアマゾン(SRサポート),4,2,所持スキル,直線一気,ラストスパートの直線で加速力がわずかに上がる＜作戦・追込＞
565,565,3,パワー,58,ヒシアマゾン(SRサポート),5,2,所持スキル,スタミナキープ,レース序盤でわずかに疲れにくくなる＜作戦・先行＞
566,566,3,パワー,58,ヒシアマゾン(SRサポート),6,2,所持スキル,追込のコツ◯,良い位置に少しつきやすくなる＜作戦・追込＞
567,567,3,パワー,58,ヒシアマゾン(SRサポート),7,2,所持スキル,先行のコツ◯,良い位置に少しつきやすくなる＜作戦・先行＞
568,568,3,パワー,59,アグネスデジタル(SRサポート),1,1,育成イベント,追込駆け引き,作戦が追込のウマ娘が掛かると落ち着くまで時間がかかる
569,569,3,パワー,59,アグネスデジタル(SRサポート),2,1,育成イベント,道悪◯,「稍重」「重」「不良」のバ場状態が 少し得意になる
570,570,3,パワー,59,アグネスデジタル(SRサポート),3,1,育成イベント,雨の日◯,雨の日のレースが少し得意になる
571,571,3,パワー,59,アグネスデジタル(SRサポート),4,2,所持スキル,マイル直線◯,直線で速度がわずかに上がる＜マイル＞
572,572,3,パワー,59,アグネスデジタル(SRサポート),5,2,所持スキル,中距離直線◯,直線で速度がわずかに上がる＜中距離＞
573,573,3,パワー,59,アグネスデジタル(SRサポート),6,2,所持スキル,差し直線◯,直線で速度がわずかに上がる＜作戦・差し＞
574,574,3,パワー,59,アグネスデジタル(SRサポート),7,2,所持スキル,隠れ蓑,レース序盤に前が詰まった時に隠れて持久力がわずかに回復する
575,575,3,パワー,59,アグネスデジタル(SRサポート),8,2,所持スキル,ウマ込み冷静,レース中盤に囲まれると持久力がわずかに回復する
576,576,3,パワー,59,アグネスデジタル(SRサポート),9,2,所持スキル,布石,レース序盤に後ろにいると前の動きをわずかに鈍くする＜マイル＞
577,577,3,パワー,60,ビワハヤヒデ(SRサポート),1,1,育成イベント,内弁慶,最終コーナーで内ラチ側にいると速度がわずかに上がる＜長距離＞
578,578,3,パワー,60,ビワハヤヒデ(SRサポート),2,1,育成イベント,追い上げ,レース終盤で追い抜くと速度がわずかに上がる＜長距離＞
579,579,3,パワー,60,ビワハヤヒデ(SRサポート),3,2,所持スキル,追込駆け引き,作戦が追込のウマ娘が掛かると落ち着くまで時間がかかる
580,580,3,パワー,60,ビワハヤヒデ(SRサポート),4,2,所持スキル,外枠得意◯,枠番が6〜8のレースが少し得意になる
581,581,3,パワー,60,ビワハヤヒデ(SRサポート),5,2,所持スキル,阪神レース場◯,阪神レース場が少し得意になる
582,582,3,パワー,60,ビワハヤヒデ(SRサポート),6,2,所持スキル,道悪◯,「稍重」「重」「不良」のバ場状態が 少し得意になる
583,583,3,パワー,60,ビワハヤヒデ(SRサポート),7,2,所持スキル,曇りの日◯,曇りの日のレースが少し得意になる
584,584,3,パワー,61,ミホノブルボン(SRサポート),1,1,育成イベント,逃げ直線◯,直線で速度がわずかに上がる＜作戦・逃げ＞
585,585,3,パワー,61,ミホノブルボン(SRサポート),2,1,育成イベント,集中力,スタートが得意になり出遅れる時間がわずかに少なくなる
586,586,3,パワー,61,ミホノブルボン(SRサポート),3,1,育成イベント,コーナー回復◯,無駄のないコーナリングで持久力がわずかに回復する
587,587,3,パワー,61,ミホノブルボン(SRサポート),4,2,所持スキル,逃げ直線◯,直線で速度がわずかに上がる＜作戦・逃げ＞
